ダウンロードした時刻：2023/05/31 13:52:40

,山口,山口,山口,山口,山口,山口,山口,山口,山口
年月日,最高気温(℃),最高気温(℃),最高気温(℃),平均気温(℃),平均気温(℃),平均気温(℃),平均湿度(％),平均湿度(％),平均湿度(％)
,,,,,,,,,
,,品質情報,均質番号,,品質情報,均質番号,,品質情報,均質番号
2011/5/18,27.0,8,1,18.6,8,1,41,8,1
2011/5/19,25.9,5,1,20.3,8,1,64,8,1
2011/5/20,26.4,8,1,22.3,8,1,68,8,1
2011/5/21,29.7,8,1,24.0,8,1,72,8,1
2011/5/22,25.1,8,1,20.8,8,1,73,8,1
2011/5/23,21.0,8,1,16.7,8,1,76,8,1
2011/5/24,25.5,8,1,18.9,8,1,69,8,1
2011/5/25,25.6,8,1,20.0,8,1,62,8,1
2011/5/26,18.8,8,1,17.6,8,1,80,8,1
2011/5/27,20.1,8,1,18.5,8,1,86,8,1
2011/5/28,20.0,8,1,18.7,8,1,90,8,1
2011/5/29,20.4,8,1,18.3,8,1,82,8,1
2011/5/30,18.2,8,1,15.6,8,1,75,8,1
2011/5/31,22.2,8,1,17.8,8,1,74,8,1
2011/6/1,27.1,8,1,21.4,8,1,74,8,1
2011/6/2,26.7,8,1,21.1,8,1,77,8,1
2011/6/3,27.1,8,1,21.6,8,1,74,8,1
2011/6/4,29.3,8,1,22.7,8,1,68,8,1
2011/6/5,26.5,8,1,21.3,8,1,73,8,1
2011/6/6,30.4,8,1,22.6,8,1,58,8,1
2011/6/7,21.9,8,1,19.9,8,1,77,8,1
2011/6/8,24.6,8,1,20.4,8,1,83,8,1
2011/6/9,27.8,8,1,22.5,8,1,76,8,1
2011/6/10,23.7,8,1,21.4,8,1,87,8,1
2011/6/11,28.5,8,1,22.6,8,1,81,8,1
2011/6/12,22.9,8,1,20.9,8,1,89,8,1
2011/6/13,24.7,8,1,20.9,8,1,80,8,1
2011/6/14,26.5,8,1,21.9,8,1,71,8,1
2011/6/15,25.5,8,1,21.4,8,1,72,8,1
2011/6/16,20.4,8,1,19.5,8,1,89,8,1
2011/6/17,27.4,8,1,22.2,8,1,79,8,1
2011/6/18,25.1,8,1,22.0,8,1,84,8,1
2011/6/19,24.0,8,1,21.3,8,1,87,8,1
2011/6/20,24.1,8,1,22.4,8,1,86,8,1
2011/6/21,31.3,8,1,25.3,8,1,75,8,1
2011/6/22,29.1,8,1,25.3,8,1,81,8,1
2011/6/23,32.2,8,1,27.3,8,1,74,8,1
2011/6/24,33.0,8,1,28.2,8,1,70,8,1
2011/6/25,32.0,8,1,27.3,8,1,76,8,1
2011/6/26,27.9,8,1,26.7,8,1,79,8,1
2011/6/27,25.8,8,1,23.9,8,1,90,8,1
2011/6/28,31.9,8,1,26.8,8,1,80,8,1
2011/6/29,33.7,8,1,27.7,8,1,73,8,1
2011/6/30,33.9,8,1,27.1,8,1,74,8,1
2011/7/1,26.5,8,1,24.8,8,1,87,8,1
2011/7/2,28.7,8,1,26.5,8,1,77,8,1
2011/7/3,31.0,8,1,27.4,8,1,75,8,1
2011/7/4,28.3,8,1,25.8,8,1,82,8,1
2011/7/5,31.3,8,1,25.5,8,1,65,8,1
2011/7/6,24.3,8,1,22.4,8,1,86,8,1
2011/7/7,29.1,8,1,25.2,8,1,84,8,1
2011/7/8,31.1,8,1,27.0,8,1,78,8,1
2011/7/9,30.3,8,1,27.3,8,1,77,8,1
2011/7/10,32.9,8,1,28.3,8,1,68,8,1
2011/7/11,32.7,8,1,27.7,8,1,69,8,1
2011/7/12,33.0,8,1,28.7,8,1,64,8,1
2011/7/13,29.8,8,1,27.3,8,1,69,8,1
2011/7/14,31.4,8,1,28.0,8,1,63,8,1
2011/7/15,33.9,8,1,28.4,8,1,66,8,1
2011/7/16,34.6,8,1,28.5,8,1,63,8,1
2011/7/17,35.4,8,1,29.9,8,1,62,8,1
2011/7/18,32.8,8,1,28.9,8,1,66,8,1
2011/7/19,31.0,8,1,28.3,8,1,64,8,1
2011/7/20,28.3,8,1,25.4,8,1,76,8,1
2011/7/21,27.1,8,1,24.4,8,1,74,8,1
2011/7/22,31.6,8,1,25.5,8,1,67,8,1
2011/7/23,34.0,8,1,26.0,8,1,63,8,1
2011/7/24,33.3,8,1,26.8,8,1,65,8,1
2011/7/25,30.9,8,1,26.8,8,1,70,8,1
2011/7/26,31.6,8,1,27.7,8,1,69,8,1
2011/7/27,31.4,8,1,27.3,8,1,74,8,1
2011/7/28,33.8,8,1,28.5,8,1,70,8,1
2011/7/29,34.6,8,1,28.4,8,1,65,8,1
2011/7/30,33.3,8,1,28.2,8,1,68,8,1
2011/7/31,33.8,8,1,28.0,8,1,69,8,1
2011/8/1,33.1,8,1,27.8,8,1,70,8,1
2011/8/2,34.1,8,1,29.0,8,1,66,8,1
2011/8/3,33.8,8,1,29.0,8,1,62,8,1
2011/8/4,34.5,8,1,29.0,8,1,63,8,1
2011/8/5,34.5,8,1,29.0,8,1,65,8,1
2011/8/6,30.9,8,1,28.1,8,1,69,8,1
2011/8/7,31.7,8,1,28.8,8,1,62,8,1
2011/8/8,32.6,8,1,28.7,8,1,71,8,1
2011/8/9,34.9,8,1,29.6,8,1,70,8,1
2011/8/10,35.5,8,1,29.8,8,1,65,8,1
2011/8/11,33.8,5,1,28.7,8,1,68,8,1
2011/8/12,34.3,8,1,28.7,8,1,67,8,1
2011/8/13,35.1,8,1,28.6,8,1,69,8,1
2011/8/14,33.5,8,1,27.8,8,1,71,8,1
2011/8/15,32.1,8,1,27.8,8,1,76,8,1
2011/8/16,31.7,8,1,27.3,8,1,81,8,1
2011/8/17,33.4,8,1,28.3,8,1,77,8,1
2011/8/18,30.0,8,1,26.9,8,1,79,8,1
2011/8/19,31.9,8,1,26.5,8,1,73,8,1
2011/8/20,28.5,8,1,25.1,8,1,79,8,1
2011/8/21,27.8,8,1,24.9,8,1,81,8,1
2011/8/22,26.9,8,1,24.0,8,1,86,8,1
2011/8/23,25.5,8,1,24.2,8,1,89,8,1
2011/8/24,30.1,8,1,26.6,8,1,77,8,1
2011/8/25,33.2,8,1,27.4,8,1,74,8,1
2011/8/26,33.2,8,1,27.9,8,1,69,8,1
2011/8/27,33.4,8,1,26.7,8,1,76,8,1
2011/8/28,32.8,8,1,27.4,8,1,75,8,1
2011/8/29,33.8,8,1,27.7,8,1,73,8,1
2011/8/30,33.4,8,1,26.8,8,1,80,8,1
2011/8/31,33.5,8,1,27.8,8,1,74,8,1
2011/9/1,33.9,8,1,26.4,8,1,82,8,1
2011/9/2,28.4,8,1,26.4,8,1,75,8,1
2011/9/3,28.1,8,1,26.8,8,1,77,8,1
2011/9/4,29.0,8,1,25.6,8,1,77,8,1
2011/9/5,27.7,8,1,24.1,8,1,70,8,1
2011/9/6,30.3,8,1,23.1,8,1,66,8,1
2011/9/7,29.8,8,1,22.9,8,1,67,8,1
2011/9/8,29.7,8,1,25.0,8,1,69,8,1
2011/9/9,30.1,8,1,26.6,8,1,71,8,1
2011/9/10,31.0,8,1,28.0,8,1,67,8,1
2011/9/11,31.7,8,1,28.0,8,1,68,8,1
2011/9/12,32.8,8,1,27.5,8,1,67,8,1
2011/9/13,33.2,8,1,27.0,8,1,64,8,1
2011/9/14,32.5,8,1,26.7,8,1,66,8,1
2011/9/15,33.3,8,1,27.2,8,1,67,8,1
2011/9/16,29.1,8,1,26.2,8,1,76,8,1
2011/9/17,32.5,8,1,26.9,8,1,79,8,1
2011/9/18,29.7,8,1,26.6,8,1,80,8,1
2011/9/19,26.1,8,1,23.0,8,1,80,8,1
2011/9/20,21.7,8,1,20.5,8,1,86,8,1
2011/9/21,23.0,8,1,21.2,8,1,65,8,1
2011/9/22,23.4,8,1,19.9,8,1,52,8,1
2011/9/23,25.4,8,1,18.1,8,1,62,8,1
2011/9/24,26.1,8,1,18.3,8,1,61,8,1
2011/9/25,26.8,8,1,19.6,8,1,63,8,1
2011/9/26,27.0,8,1,21.3,8,1,69,8,1
2011/9/27,29.2,8,1,21.6,8,1,75,8,1
2011/9/28,28.3,8,1,22.2,8,1,70,8,1
2011/9/29,28.1,8,1,23.8,8,1,76,8,1
2011/9/30,24.6,8,1,22.0,8,1,81,8,1
2012/5/1,26.0,8,1,20.5,8,1,68,8,1
2012/5/2,25.2,8,1,20.0,8,1,86,8,1
2012/5/3,20.9,8,1,17.6,8,1,75,8,1
2012/5/4,20.1,8,1,15.9,8,1,75,8,1
2012/5/5,27.3,8,1,19.5,8,1,58,8,1
2012/5/6,26.0,8,1,19.7,8,1,47,8,1
2012/5/7,24.6,8,1,17.2,8,1,65,8,1
2012/5/8,26.2,8,1,19.8,8,1,68,8,1
2012/5/9,28.5,8,1,21.6,8,1,61,8,1
2012/5/10,23.6,8,1,17.9,8,1,61,8,1
2012/5/11,19.0,8,1,14.9,8,1,55,8,1
2012/5/12,22.6,8,1,15.1,8,1,57,8,1
2012/5/13,22.9,8,1,16.2,8,1,60,8,1
2012/5/14,22.0,8,1,16.6,8,1,78,8,1
2012/5/15,21.3,8,1,18.0,8,1,85,8,1
2012/5/16,27.7,8,1,19.9,8,1,62,8,1
2012/5/17,25.7,8,1,19.0,8,1,61,8,1
2012/5/18,24.1,8,1,17.7,8,1,57,8,1
2012/5/19,24.3,8,1,18.3,8,1,63,8,1
2012/5/20,23.6,8,1,19.8,8,1,64,8,1
2012/5/21,26.5,8,1,20.1,8,1,65,8,1
2012/5/22,28.0,8,1,20.9,8,1,56,8,1
2012/5/23,27.1,8,1,20.4,8,1,54,8,1
2012/5/24,24.9,8,1,19.7,8,1,62,8,1
2012/5/25,19.8,8,1,17.5,8,1,80,8,1
2012/5/26,25.4,8,1,19.1,8,1,70,8,1
2012/5/27,27.8,8,1,20.2,8,1,64,8,1
2012/5/28,30.8,8,1,21.8,8,1,56,8,1
2012/5/29,29.1,8,1,22.2,8,1,59,8,1
2012/5/30,25.2,8,1,20.5,8,1,61,8,1
2012/5/31,27.4,8,1,21.1,8,1,66,8,1
2012/6/1,28.6,8,1,21.7,8,1,66,8,1
2012/6/2,26.2,8,1,21.9,8,1,66,8,1
2012/6/3,29.0,8,1,22.2,8,1,71,8,1
2012/6/4,26.4,8,1,21.9,8,1,67,8,1
2012/6/5,25.6,8,1,21.2,8,1,71,8,1
2012/6/6,28.4,8,1,22.1,8,1,66,8,1
2012/6/7,30.2,8,1,23.0,8,1,61,8,1
2012/6/8,21.6,8,1,20.2,8,1,86,8,1
2012/6/9,24.8,8,1,21.5,8,1,78,8,1
2012/6/10,28.6,8,1,22.9,8,1,66,8,1
2012/6/11,25.5,8,1,22.2,8,1,72,8,1
2012/6/12,24.4,8,1,22.1,8,1,75,8,1
2012/6/13,28.5,8,1,22.9,8,1,72,8,1
2012/6/14,29.4,8,1,23.8,8,1,66,8,1
2012/6/15,26.0,8,1,22.6,8,1,73,8,1
2012/6/16,22.6,8,1,21.1,8,1,90,8,1
2012/6/17,28.6,8,1,23.4,8,1,75,8,1
2012/6/18,25.0,8,1,21.6,8,1,81,8,1
2012/6/19,27.6,8,1,23.3,8,1,82,8,1
2012/6/20,27.8,8,1,23.1,8,1,69,8,1
2012/6/21,24.0,8,1,21.3,8,1,79,8,1
2012/6/22,30.7,8,1,23.6,8,1,65,8,1
2012/6/23,28.9,8,1,23.4,8,1,66,8,1
2012/6/24,23.1,8,1,21.5,8,1,86,8,1
2012/6/25,27.7,8,1,23.1,8,1,77,8,1
2012/6/26,27.8,8,1,23.6,8,1,75,8,1
2012/6/27,24.2,8,1,23.0,8,1,71,8,1
2012/6/28,29.4,8,1,24.4,8,1,68,8,1
2012/6/29,30.4,8,1,25.0,8,1,70,8,1
2012/6/30,27.9,8,1,24.8,8,1,84,8,1
2012/7/1,29.7,8,1,25.5,8,1,77,8,1
2012/7/2,28.2,8,1,24.5,8,1,83,8,1
2012/7/3,28.3,8,1,23.9,8,1,84,8,1
2012/7/4,23.8,8,1,22.6,8,1,89,8,1
2012/7/5,29.4,8,1,25.1,8,1,86,8,1
2012/7/6,29.0,8,1,25.8,8,1,88,8,1
2012/7/7,27.1,8,1,24.1,8,1,75,8,1
2012/7/8,28.5,8,1,22.8,8,1,70,8,1
2012/7/9,31.1,8,1,24.0,8,1,69,8,1
2012/7/10,30.4,8,1,25.7,8,1,69,8,1
2012/7/11,28.0,8,1,25.3,8,1,81,8,1
2012/7/12,32.8,8,1,27.6,8,1,79,8,1
2012/7/13,26.2,8,1,24.4,8,1,89,8,1
2012/7/14,26.1,8,1,24.2,8,1,91,8,1
2012/7/15,31.1,8,1,27.1,8,1,80,8,1
2012/7/16,29.7,8,1,27.0,8,1,81,8,1
2012/7/17,33.7,8,1,28.9,8,1,68,8,1
2012/7/18,32.8,8,1,28.9,8,1,66,8,1
2012/7/19,31.6,8,1,27.3,8,1,79,8,1
2012/7/20,32.5,8,1,27.6,8,1,79,8,1
2012/7/21,32.9,8,1,27.1,8,1,78,8,1
2012/7/22,34.0,8,1,26.8,8,1,77,8,1
2012/7/23,33.4,8,1,27.9,8,1,74,8,1
2012/7/24,34.4,8,1,28.7,8,1,70,8,1
2012/7/25,34.1,8,1,28.8,8,1,68,8,1
2012/7/26,34.5,8,1,29.0,8,1,68,8,1
2012/7/27,35.5,8,1,29.5,8,1,68,8,1
2012/7/28,35.4,8,1,29.9,8,1,68,8,1
2012/7/29,35.7,8,1,29.8,8,1,67,8,1
2012/7/30,34.2,8,1,29.6,8,1,66,8,1
2012/7/31,34.6,8,1,29.6,8,1,63,8,1
2012/8/1,35.7,8,1,29.7,8,1,61,8,1
2012/8/2,33.8,8,1,29.6,8,1,63,8,1
2012/8/3,34.3,8,1,29.0,8,1,66,8,1
2012/8/4,35.3,8,1,29.1,8,1,65,8,1
2012/8/5,35.9,8,1,29.7,8,1,65,8,1
2012/8/6,33.7,8,1,28.1,8,1,78,8,1
2012/8/7,34.0,8,1,28.6,8,1,74,8,1
2012/8/8,33.2,8,1,28.2,8,1,70,8,1
2012/8/9,34.0,8,1,27.4,8,1,68,8,1
2012/8/10,34.0,8,1,28.0,8,1,66,8,1
2012/8/11,30.6,8,1,26.9,8,1,78,8,1
2012/8/12,31.1,8,1,27.0,8,1,83,8,1
2012/8/13,30.5,8,1,26.7,8,1,84,8,1
2012/8/14,28.6,8,1,26.3,8,1,87,8,1
2012/8/15,32.4,8,1,28.5,8,1,77,8,1
2012/8/16,33.2,8,1,29.5,8,1,70,8,1
2012/8/17,34.4,8,1,29.8,8,1,67,8,1
2012/8/18,34.5,8,1,29.0,8,1,68,8,1
2012/8/19,33.2,8,1,29.1,8,1,67,8,1
2012/8/20,32.6,8,1,28.3,8,1,67,8,1
2012/8/21,32.9,8,1,28.2,8,1,68,8,1
2012/8/22,31.8,8,1,28.7,8,1,67,8,1
2012/8/23,32.2,8,1,28.2,8,1,70,8,1
2012/8/24,32.2,8,1,28.4,8,1,65,8,1
2012/8/25,34.7,8,1,28.3,8,1,67,8,1
2012/8/26,34.8,8,1,28.9,8,1,63,8,1
2012/8/27,34.2,8,1,29.6,8,1,56,8,1
2012/8/28,29.3,8,1,27.2,8,1,78,8,1
2012/8/29,31.8,8,1,27.6,8,1,79,8,1
2012/8/30,32.2,8,1,27.7,8,1,77,8,1
2012/8/31,29.2,8,1,25.7,8,1,66,8,1
2012/9/1,30.4,8,1,24.9,8,1,64,8,1
2012/9/2,32.8,8,1,26.6,8,1,68,8,1
2012/9/3,32.1,8,1,25.4,8,1,81,8,1
2012/9/4,31.5,8,1,26.8,8,1,75,8,1
2012/9/5,30.3,8,1,25.9,8,1,82,8,1
2012/9/6,32.0,8,1,25.9,8,1,79,8,1
2012/9/7,32.0,8,1,27.0,8,1,73,8,1
2012/9/8,28.8,8,1,26.9,8,1,76,8,1
2012/9/9,29.2,8,1,26.5,8,1,79,8,1
2012/9/10,29.1,8,1,24.9,8,1,87,8,1
2012/9/11,30.0,8,1,25.0,8,1,70,8,1
2012/9/12,31.3,8,1,25.4,8,1,72,8,1
2012/9/13,32.6,8,1,26.2,8,1,72,8,1
2012/9/14,29.7,8,1,26.7,8,1,76,8,1
2012/9/15,31.5,8,1,26.2,8,1,77,8,1
2012/9/16,27.4,8,1,25.2,8,1,79,8,1
2012/9/17,29.3,8,1,27.2,8,1,72,8,1
2012/9/18,27.8,8,1,23.9,8,1,66,8,1
2012/9/19,27.4,8,1,21.4,8,1,67,8,1
2012/9/20,25.7,8,1,20.4,8,1,69,8,1
2012/9/21,26.3,8,1,20.4,8,1,68,8,1
2012/9/22,25.5,8,1,20.3,8,1,70,8,1
2012/9/23,27.3,8,1,21.8,8,1,69,8,1
2012/9/24,26.7,8,1,21.3,8,1,67,8,1
2012/9/25,28.2,8,1,23.2,8,1,63,8,1
2012/9/26,29.3,8,1,22.3,8,1,63,8,1
2012/9/27,29.2,8,1,22.3,8,1,67,8,1
2012/9/28,28.3,8,1,22.1,8,1,70,8,1
2012/9/29,24.6,8,1,20.1,8,1,84,8,1
2012/9/30,23.8,8,1,20.2,8,1,77,8,1
2013/5/1,17.7,8,2,12.0,8,2,68,8,2
2013/5/2,21.4,8,2,13.0,8,2,58,8,2
2013/5/3,21.0,8,2,14.0,8,2,68,8,2
2013/5/4,20.4,8,2,13.9,8,2,70,8,2
2013/5/5,25.5,8,2,15.9,8,2,60,8,2
2013/5/6,27.0,8,2,17.4,8,2,53,8,2
2013/5/7,25.1,8,2,17.0,8,2,52,8,2
2013/5/8,26.4,8,2,16.0,8,2,51,8,2
2013/5/9,29.0,8,2,18.6,8,2,61,8,2
2013/5/10,18.2,8,2,16.8,8,2,89,8,2
2013/5/11,25.0,8,2,18.4,8,2,73,8,2
2013/5/12,29.2,8,2,18.9,8,2,59,8,2
2013/5/13,30.9,8,2,20.3,8,2,55,8,2
2013/5/14,30.0,8,2,21.1,8,2,53,8,2
2013/5/15,27.4,8,2,20.6,8,2,66,8,2
2013/5/16,24.1,8,2,18.7,8,2,68,8,2
2013/5/17,26.3,8,2,18.7,8,2,57,8,2
2013/5/18,26.3,8,2,20.1,8,2,62,8,2
2013/5/19,20.2,8,2,18.9,8,2,86,8,2
2013/5/20,28.9,8,2,22.2,8,2,70,8,2
2013/5/21,30.4,8,2,22.6,8,2,62,8,2
2013/5/22,31.3,8,2,22.2,8,2,58,8,2
2013/5/23,31.4,8,2,22.6,8,2,55,8,2
2013/5/24,30.7,8,2,22.8,8,2,56,8,2
2013/5/25,29.1,8,2,22.2,8,2,64,8,2
2013/5/26,27.2,8,2,23.0,8,2,62,8,2
2013/5/27,25.2,8,2,22.2,8,2,64,8,2
2013/5/28,22.5,8,2,21.3,8,2,82,8,2
2013/5/29,22.5,8,2,21.3,8,2,91,8,2
2013/5/30,24.6,8,2,20.9,8,2,74,8,2
2013/5/31,26.2,8,2,19.2,8,2,72,8,2
2013/6/1,21.0,8,2,17.6,8,2,87,8,2
2013/6/2,19.3,8,2,17.8,8,2,94,8,2
2013/6/3,28.2,8,2,21.2,8,2,77,8,2
2013/6/4,30.2,8,2,22.8,8,2,70,8,2
2013/6/5,27.7,8,2,22.5,8,2,71,8,2
2013/6/6,28.4,8,2,22.6,8,2,70,8,2
2013/6/7,30.7,8,2,23.1,8,2,63,8,2
2013/6/8,27.8,8,2,22.3,8,2,69,8,2
2013/6/9,22.6,8,2,20.7,8,2,80,8,2
2013/6/10,28.6,8,2,22.9,8,2,71,8,2
2013/6/11,30.2,8,2,24.8,8,2,69,8,2
2013/6/12,34.5,8,2,26.7,8,2,67,8,2
2013/6/13,33.8,8,2,27.2,8,2,70,8,2
2013/6/14,34.0,8,2,27.4,8,2,70,8,2
2013/6/15,28.2,8,2,25.1,8,2,84,8,2
2013/6/16,31.1,8,2,26.0,8,2,75,8,2
2013/6/17,30.0,8,2,25.5,8,2,73,8,2
2013/6/18,31.2,8,2,26.1,8,2,78,8,2
2013/6/19,27.6,8,2,25.2,8,2,84,8,2
2013/6/20,25.7,8,2,22.3,8,2,93,8,2
2013/6/21,20.6,8,2,19.8,8,2,94,8,2
2013/6/22,28.6,8,2,22.2,8,2,80,8,2
2013/6/23,26.4,8,2,22.4,8,2,80,8,2
2013/6/24,25.8,8,2,22.2,8,2,83,8,2
2013/6/25,26.2,8,2,22.2,8,2,87,8,2
2013/6/26,26.8,8,2,22.5,8,2,86,8,2
2013/6/27,29.3,8,2,24.1,8,2,75,8,2
2013/6/28,28.3,8,2,23.6,8,2,82,8,2
2013/6/29,29.0,8,2,24.0,8,2,79,8,2
2013/6/30,26.8,8,2,23.5,8,2,79,8,2
2013/7/1,27.7,8,2,22.6,8,2,83,8,2
2013/7/2,24.6,8,2,23.5,8,2,84,8,2
2013/7/3,28.2,8,2,23.6,8,2,91,8,2
2013/7/4,28.3,8,2,24.4,8,2,94,8,2
2013/7/5,33.3,8,2,28.1,8,2,75,8,2
2013/7/6,27.6,8,2,25.3,8,2,88,8,2
2013/7/7,30.4,8,2,25.2,8,2,92,8,2
2013/7/8,33.9,8,2,27.5,8,2,78,8,2
2013/7/9,34.1,8,2,28.2,8,2,74,8,2
2013/7/10,35.4,8,2,29.0,8,2,69,8,2
2013/7/11,34.8,8,2,28.5,8,2,72,8,2
2013/7/12,35.2,8,2,28.4,8,2,75,8,2
2013/7/13,35.3,8,2,27.3,8,2,80,8,2
2013/7/14,31.8,8,2,26.7,8,2,84,8,2
2013/7/15,33.7,8,2,28.8,8,2,73,8,2
2013/7/16,34.7,8,2,28.5,8,2,69,8,2
2013/7/17,34.6,8,2,28.5,8,2,71,8,2
2013/7/18,35.0,8,2,28.6,8,2,70,8,2
2013/7/19,33.1,8,2,27.7,8,2,74,8,2
2013/7/20,35.3,8,2,28.8,8,2,67,8,2
2013/7/21,35.0,8,2,28.5,8,2,72,8,2
2013/7/22,35.7,8,2,29.4,8,2,67,8,2
2013/7/23,35.0,8,2,29.0,8,2,65,8,2
2013/7/24,35.8,8,2,29.3,8,2,66,8,2
2013/7/25,36.0,8,2,30.4,8,2,60,8,2
2013/7/26,32.8,8,2,27.5,8,2,81,8,2
2013/7/27,34.4,8,2,28.9,8,2,71,8,2
2013/7/28,27.0,8,2,25.1,8,2,92,8,2
2013/7/29,31.7,8,2,27.6,8,2,85,8,2
2013/7/30,34.2,8,2,29.7,8,2,77,8,2
2013/7/31,34.7,8,2,30.2,8,2,73,8,2
2013/8/1,34.8,8,2,29.6,8,2,75,8,2
2013/8/2,32.7,8,2,28.7,8,2,77,8,2
2013/8/3,34.4,8,2,29.0,8,2,74,8,2
2013/8/4,31.5,8,2,27.4,8,2,83,8,2
2013/8/5,33.1,8,2,27.5,8,2,84,8,2
2013/8/6,35.2,8,2,29.2,8,2,73,8,2
2013/8/7,35.8,8,2,30.3,8,2,71,8,2
2013/8/8,36.7,8,2,31.0,8,2,71,8,2
2013/8/9,37.4,8,2,30.7,8,2,70,8,2
2013/8/10,38.4,8,2,31.0,8,2,67,8,2
2013/8/11,37.6,8,2,30.6,8,2,68,8,2
2013/8/12,37.6,8,2,30.9,8,2,64,8,2
2013/8/13,38.4,8,2,30.1,8,2,65,8,2
2013/8/14,37.1,8,2,29.9,8,2,69,8,2
2013/8/15,36.4,8,2,28.9,8,2,75,8,2
2013/8/16,34.9,8,2,28.9,8,2,71,8,2
2013/8/17,34.2,8,2,29.4,8,2,67,8,2
2013/8/18,34.7,8,2,29.9,8,2,68,8,2
2013/8/19,35.6,8,2,30.4,8,2,63,8,2
2013/8/20,36.1,8,2,30.5,8,2,66,8,2
2013/8/21,36.0,8,2,30.5,8,2,70,8,2
2013/8/22,34.4,8,2,29.8,8,2,74,8,2
2013/8/23,32.8,8,2,28.6,8,2,80,8,2
2013/8/24,27.5,8,2,25.6,8,2,93,8,2
2013/8/25,27.8,8,2,25.1,8,2,88,8,2
2013/8/26,30.9,8,2,25.0,8,2,80,8,2
2013/8/27,33.0,8,2,25.9,8,2,75,8,2
2013/8/28,33.2,8,2,26.7,8,2,71,8,2
2013/8/29,31.6,8,2,25.9,8,2,85,8,2
2013/8/30,26.2,8,2,24.9,8,2,95,8,2
2013/8/31,26.4,8,2,24.1,8,2,94,8,2
2013/9/1,24.2,8,2,22.8,8,2,95,8,2
2013/9/2,28.4,8,2,24.6,8,2,90,8,2
2013/9/3,23.3,8,2,20.7,8,2,92,8,2
2013/9/4,25.5,8,2,20.8,8,2,84,8,2
2013/9/5,29.6,8,2,23.4,8,2,71,8,2
2013/9/6,29.8,8,2,23.6,8,2,77,8,2
2013/9/7,25.5,8,2,22.7,8,2,88,8,2
2013/9/8,29.8,8,2,24.7,8,2,77,8,2
2013/9/9,31.0,8,2,24.6,8,2,71,8,2
2013/9/10,30.8,8,2,24.7,8,2,76,8,2
2013/9/11,32.3,8,2,26.4,8,2,78,8,2
2013/9/12,33.6,8,2,27.6,8,2,75,8,2
2013/9/13,32.2,8,2,27.5,8,2,76,8,2
2013/9/14,32.6,8,2,27.5,8,2,73,8,2
2013/9/15,30.1,8,2,26.3,8,2,73,8,2
2013/9/16,28.3,8,2,24.0,8,2,53,8,2
2013/9/17,31.0,8,2,21.4,8,2,62,8,2
2013/9/18,31.0,8,2,23.0,8,2,67,8,2
2013/9/19,31.5,8,2,23.6,8,2,66,8,2
2013/9/20,30.3,8,2,23.8,8,2,68,8,2
2013/9/21,32.1,8,2,25.1,8,2,72,8,2
2013/9/22,33.2,8,2,25.9,8,2,74,8,2
2013/9/23,31.5,8,2,24.6,8,2,75,8,2
2013/9/24,31.2,8,2,24.7,8,2,72,8,2
2013/9/25,29.6,8,2,23.2,8,2,75,8,2
2013/9/26,26.6,8,2,21.4,8,2,55,8,2
2013/9/27,27.1,8,2,19.1,8,2,64,8,2
2013/9/28,21.1,8,2,18.6,8,2,88,8,2
2013/9/29,26.3,8,2,22.3,8,2,84,8,2
2013/9/30,24.3,8,2,20.7,8,2,90,8,2
2014/5/1,23.8,8,2,17.3,8,2,74,8,2
2014/5/2,26.9,8,2,18.2,8,2,61,8,2
2014/5/3,22.7,8,2,16.4,8,2,47,8,2
2014/5/4,24.1,8,2,15.5,8,2,52,8,2
2014/5/5,19.5,8,2,14.9,8,2,64,8,2
2014/5/6,20.6,8,2,13.0,8,2,52,8,2
2014/5/7,23.6,8,2,14.4,8,2,50,8,2
2014/5/8,23.6,8,2,17.6,8,2,72,8,2
2014/5/9,24.1,8,2,17.2,8,2,55,8,2
2014/5/10,25.4,8,2,17.1,8,2,53,8,2
2014/5/11,25.6,8,2,19.0,8,2,59,8,2
2014/5/12,19.7,8,2,17.6,8,2,86,8,2
2014/5/13,28.8,8,2,19.3,8,2,66,8,2
2014/5/14,19.3,8,2,15.3,8,2,84,8,2
2014/5/15,24.1,8,2,17.5,8,2,82,8,2
2014/5/16,27.3,8,2,19.2,8,2,52,8,2
2014/5/17,30.0,8,2,19.9,8,2,57,8,2
2014/5/18,28.5,8,2,19.7,8,2,52,8,2
2014/5/19,26.2,8,2,20.6,8,2,62,8,2
2014/5/20,21.0,8,2,18.1,8,2,81,8,2
2014/5/21,25.9,8,2,20.4,8,2,66,8,2
2014/5/22,27.4,8,2,20.3,8,2,61,8,2
2014/5/23,28.0,8,2,20.6,8,2,63,8,2
2014/5/24,28.0,8,2,20.3,8,2,69,8,2
2014/5/25,25.9,8,2,21.5,8,2,71,8,2
2014/5/26,23.8,8,2,19.8,8,2,85,8,2
2014/5/27,29.4,8,2,19.9,8,2,62,8,2
2014/5/28,29.6,8,2,20.5,8,2,60,8,2
2014/5/29,30.4,8,2,22.3,8,2,66,8,2
2014/5/30,31.3,8,2,24.1,8,2,66,8,2
2014/5/31,32.2,8,2,24.6,8,2,63,8,2
2014/6/1,32.5,8,2,24.2,8,2,56,8,2
2014/6/2,26.4,8,2,22.3,8,2,68,8,2
2014/6/3,23.1,8,2,21.6,8,2,71,8,2
